Clade,Type,Gene,Isolate,Methodology,Genbank,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Host_Sci_Name,Environment,Ocean,Country,StateRegion,SubRegion,Locale,Latitude,Longitude,Coordinate_Precision,Min_Depth,Max_Depth,Start_Year_Collect,End_Year_Collect,Ref,Redundancy,Species,Potential_Pseudogene_Ref
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cervicornis,Acropora cervicornis,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,10,20,2002,2003,Finney_2010_Microb_Ecol_60_250,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,palmata,Acropora palmata,in hospite,Caribbean,Barbados,Eastern Caribbean,N_A,N_A,13.113952,-59.323522,14655,1,5,2005,2005,Finney_2010_Microb_Ecol_60_250,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,palmata,Acropora palmata,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,1,5,2002,2003,Finney_2010_Microb_Ecol_60_250,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,palmata,Acropora palmata,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,6,10,2002,2003,Finney_2010_Microb_Ecol_60_250,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,divaricata,Porites divaricata,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,1,5,2002,2003,Finney_2010_Microb_Ecol_60_250,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,Porites porites,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,1,5,2002,2003,Finney_2010_Microb_Ecol_60_250,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Siderastrea,radians,Siderastrea radians,in hospite,Caribbean,Barbados,Eastern Caribbean,N_A,N_A,13.113952,-59.323522,14655,6,10,2005,2005,Finney_2010_Microb_Ecol_60_250,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Siderastrea,radians,Siderastrea radians,in hospite,Caribbean,Barbados,Eastern Caribbean,N_A,N_A,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,Stephanocoenia intersepta,in hospite,Caribbean,Barbados,Eastern Caribbean,N_A,N_A,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,faveolata,Montastraea faveolata,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,2,2,N_A,N_A,Kemp_2008_Coral_Reefs_27_289,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,mertensi,Cassiopea mertensi,culture,Pacific,United States,Hawaiian Islands,N_A,N_A,24,-167,1400000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Mollusca,Bivalvia,Veneroida,Cardiidae,Hippopus,hippopus,Hippopus hippopus,culture,Pacific,Palau,N_A,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,crocea,Tridacna crocea,culture,Pacific,Australia,N_A,N_A,N_A,-25,134,2200000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,crocea,Tridacna crocea,culture,Pacific,Palau,N_A,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,derasa,Tridacna derasa,culture,Pacific,Palau,N_A,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,gigas,Tridacna gigas,culture,Pacific,Palau,N_A,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,maxima,Tridacna maxima,culture,Pacific,Palau,N_A,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,maxima,Tridacna maxima,culture,Pacific,Marshall Islands,Enewetak,N_A,N_A,11.4832583,162.2320167,45000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cervicornis,Acropora cervicornis,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.5,-86.52,4000,4,4,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cervicornis,Acropora cervicornis,in hospite,Caribbean,Bahamas,Exuma Islands,Lee Stocking Island,N_A,23.7672556,-76.0946417,3000,3,3,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,palmata,Acropora palmata,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.5,-86.52,4000,1.5,1.5,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,palmata,Acropora palmata,in hospite,Caribbean,Bahamas,Exuma Islands,Lee Stocking Island,N_A,23.7672556,-76.0946417,3000,3,3,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,xamachana,Cassiopea xamachana,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.5,-86.52,4000,0.5,0.5,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Condylactis,gigantea,Condylactis gigantea,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.5,-86.52,4000,2.5,2.5,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,alcicornis,Millepora alcicornis,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.5,-86.52,4000,2,2,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,Porites astreoides,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.5,-86.52,4000,2.5,2.5,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,Stephanocoenia intersepta,in hospite,Caribbean,Bahamas,Exuma Islands,Lee Stocking Island,N_A,23.7672556,-76.0946417,3000,4,4,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,Stephanocoenia intersepta,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.5,-86.52,4000,2.5,2.5,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Zoanthidea,Zoanthidae,Zoanthus,sociatus,Zoanthus sociatus,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.5,-86.52,4000,3,3,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Zoanthidea,Zoanthidae,Zoanthus,sociatus,Zoanthus sociatus,in hospite,Caribbean,Bahamas,Exuma Islands,Lee Stocking Island,N_A,23.7672556,-76.0946417,3000,0.5,0.5,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,sp.,Cassiopea sp.,in hospite,Pacific,United States,Hawaiian Islands,Oahu,N_A,21.5,-158,50000,3,3,N_A,N_A,LaJeunesse_2004_Coral_Reefs_23_596,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,gigas,Tridacna gigas,in hospite,Pacific,Australia,Great Barrier Reef,Rib Reef,N_A,-18.4818972,146.8737056,1500,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,cupressina,Aglaophenia cupressina,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,crocea,Tridacna crocea,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cervicornis,Acropora cervicornis,in hospite,Caribbean,Bahamas,Exuma Islands,Norman's Pond Cay,North Norman's Patch Reef,23.7672556,-76.0946417,3000,3,3,2000,2004,Thornhill_2006_Mar_Biol_148_711,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cervicornis,Acropora cervicornis,in hospite,Caribbean,United States,Florida,Florida Keys,Admiral Patch,24.59,-80.22,10000,1,2,2000,2004,Thornhill_2006_Mar_Biol_148_711,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cervicornis,Acropora cervicornis,in hospite,Caribbean,United States,Florida,Florida Keys,Little Grecian,24.59,-80.22,10000,3,3,2000,2004,Thornhill_2006_Mar_Biol_148_711,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,palmata,Acropora palmata,in hospite,Caribbean,Bahamas,Exuma Islands,Lee Stocking Island,Palmata Beach,23.7672556,-76.0946417,3000,3,3,2000,2004,Thornhill_2006_Mar_Biol_148_711,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,palmata,Acropora palmata,in hospite,Caribbean,United States,Florida,Florida Keys,Little Grecian,24.59,-80.22,10000,3,3,2000,2004,Thornhill_2006_Mar_Biol_148_711,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,cloning,same_as_AF333507,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,xamachana,Cassiopea xamachana,culture,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.43511,-157.784425,6500,1,2,N_A,N_A,Voolstra_2009_Comp_Bioch_Physiol_D_4_67,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,Control 1,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,faveolata,Montastraea faveolata,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.522877,-86.510453,100,1,5,2007,2007,DeSalvo_2010_Mol_Ecol_19_1174,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,Control 2,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,faveolata,Montastraea faveolata,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.522877,-86.510453,100,1,5,2007,2007,DeSalvo_2010_Mol_Ecol_19_1174,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3b,ITS2,N_A,DGGE,EU449043,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,palmata,Acropora palmata,in hospite,Atlantic,Bahamas,Western Atlantic,N_A,N_A,25.03428,-77.39628,150000,2,5,N_A,N_A,LaJeunesse_2009_Biol_Invasions_11_995,N_A,N_A,N_A
A,A4,ITS2,N_A,DGGE,AF333509,Cnidaria,Scyphozoa,Coronatae,Linuchidae,Linuche ,unguiculata ,Linuche  unguiculata ,culture,Atlantic,United Kingdom,Bermuda,N_A,N_A,32.3686833,-64.7897611,17500,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS,culture (FLAp#4),sequencing,AF427465,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Aiptasia,pallida ,Aiptasia pallida,culture,Caribbean,United States,Florida,N_A,N_A,27.5,-81.5,750000,N_A,N_A,N_A,N_A,Santos_2002_Mol_Phylogenet_Evol_23_97,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,alcicornis,Millepora alcicornis,in hospite,Caribbean,Colombia,Cartagena,N_A,N_A,10.141381,-75.930156,75000,8,22,2006,2006,Camargo_2009_Biodivers_Conserv_18_935,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,Porites astreoides,in hospite,Caribbean,Colombia,Cartagena,N_A,N_A,10.141381,-75.930156,75000,8,36,2006,2006,Camargo_2009_Biodivers_Conserv_18_935,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,complanata,Millepora complanata,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,1,5,2002,2003,Finney_2010_Microb_Ecol_60_250,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Hydrozoa,Anthoathecata,Eudendriidae,Myrionema,sp.,Myrionema sp.,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,1,5,2002,2003,Finney_2010_Microb_Ecol_60_250,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,Porites astreoides,in hospite,Caribbean,Barbados,Eastern Caribbean,N_A,N_A,13.113952,-59.323522,14655,1,5,2005,2005,Finney_2010_Microb_Ecol_60_250,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,Porites astreoides,in hospite,Caribbean,Barbados,Eastern Caribbean,N_A,N_A,13.113952,-59.323522,14655,1,5,2005,2005,Finney_2010_Microb_Ecol_60_250,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,Porites astreoides,in hospite,Caribbean,Barbados,Eastern Caribbean,N_A,N_A,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,Porites porites,in hospite,Caribbean,Barbados,Eastern Caribbean,N_A,N_A,13.113952,-59.323522,14655,1,5,2005,2005,Finney_2010_Microb_Ecol_60_250,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,helianthus,Stichodactyla helianthus,in hospite,Caribbean,Barbados,Eastern Caribbean,N_A,N_A,13.113952,-59.323522,14655,1,5,2005,2005,Finney_2010_Microb_Ecol_60_250,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,helianthus,Stichodactyla helianthus,in hospite,Caribbean,Barbados,Eastern Caribbean,N_A,N_A,13.113952,-59.323522,14655,1,5,2005,2005,Finney_2010_Microb_Ecol_60_250,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,helianthus,Stichodactyla helianthus,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,1,5,2002,2003,Finney_2010_Microb_Ecol_60_250,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Zoanthidea,Zoanthidae,Zoanthus,pulchellus,Zoanthus pulchellus,in hospite,Caribbean,Barbados,Eastern Caribbean,N_A,N_A,13.113952,-59.323522,14655,1,5,2005,2005,Finney_2010_Microb_Ecol_60_250,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,cloning,same_as_AF333509,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,Porites astreoides,in hospite,Caribbean,United States,US Virgin Islands,St. John,Tektite Carbonate,18.183888,-64.432076,100,3,5,2006,2006,Green_2010_JEMBE_384_18,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,cloning,same_as_AF333509,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,Porites astreoides,in hospite,Caribbean,United States,US Virgin Islands,St. John,Tektite Igneous,18.183888,-64.432076,100,3,5,2006,2006,Green_2010_JEMBE_384_18,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,cloning,same_as_AF333509,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,Porites astreoides,in hospite,Caribbean,United States,US Virgin Islands,St. John,Donkey Bites Igneous,18.185657,-64.431769,100,3,5,2006,2006,Green_2010_JEMBE_384_18,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,cloning,same_as_AF333509,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,Porites astreoides,in hospite,Caribbean,United States,US Virgin Islands,St. John,Donkey Bites Carbonate,18.185657,-64.431769,100,3,5,2006,2006,Green_2010_JEMBE_384_18,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Gorgonacea,Plexauridae,Plexaura,homomalla,Plexaura homomalla,culture,Caribbean,Bahamas,N_A,N_A,N_A,24.3333333,-76.3333333,375000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Condylactis,gigantea,Condylactis gigantea,in hospite,Caribbean,Bahamas,Exuma Islands,Lee Stocking Island,N_A,23.7672556,-76.0946417,3000,1,1,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Condylactis,gigantea,Condylactis gigantea,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.5,-86.52,4000,2.5,2.5,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,alcicornis,Millepora alcicornis,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.5,-86.52,4000,2,2,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Hydrozoa,Anthoathecata,Eudendriidae,Myrionema,ambionense,Myrionema ambionense,in hospite,Caribbean,Bahamas,Exuma Islands,Lee Stocking Island,N_A,23.7672556,-76.0946417,3000,0.2,0.2,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,Porites astreoides,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.5,-86.52,4000,2.5,2.5,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,Porites astreoides,in hospite,Caribbean,Bahamas,Exuma Islands,Lee Stocking Island,N_A,23.7672556,-76.0946417,3000,4,4,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,furcata,Porites furcata,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.5,-86.52,4000,1.5,1.5,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
A,A4,ITS2,N_A,DGGE,same_as_AF333509,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,helianthus,Stichodactyla helianthus,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.5,-86.52,4000,2,2,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,same_as_Symbiodinium (Gymnodinium) linucheae,NO_Hunter_2007_J_Phycology_43_120
